val_image,train_image,hash_dist,nrmse,ssim
RipDetSeg-t2ib6v83rgm2.jpg,RipDetSeg-ykii0dal5r4e.jpg,0,0.04530591479031877,0.976185031178919
RipDetSeg-cc3f625t3li9.jpg,RipDetSeg-cdz1hsf0ox6r.jpg,0,0.03558918069512955,0.9693447484738432
RipDetSeg-t4cuhvc855x8.jpg,RipDetSeg-0qvdh9xn08jr.jpg,0,0.05435025273092895,0.9551999171146144
RipDetSeg-ccaq25hfv6rg.jpg,RipDetSeg-5jv6ggz4yzyx.jpg,0,0.04777080506257617,0.967629369303355
RipDetSeg-ccujbi2m7ajp.jpg,RipDetSeg-0xk4rsilazck.jpg,0,0.033030854157724845,0.9871774185896025
RipDetSeg-ksgy8odc4oiz.jpg,RipDetSeg-kubyrzzifuxi.jpg,0,0.045577620143672275,0.944889781317259
RipDetSeg-t0ubkt85rvxj.jpg,RipDetSeg-igy8ekkw7m7m.jpg,0,0.12077552508928321,0.8969431415947238
RipDetSeg-t0aeidwkam97.jpg,RipDetSeg-0mx78qbs0iwq.jpg,0,0.09467724385494027,0.9030265950002028
RipDetSeg-szwu35vdik92.jpg,RipDetSeg-hikk08ah5cby.jpg,0,0.04277258971412553,0.979489897095603
RipDetSeg-szof1crr6li8.jpg,RipDetSeg-wowk3uyouwtv.jpg,0,0.05553855580171794,0.9662966286616899
RipDetSeg-t2cn6cto415k.jpg,RipDetSeg-84c953grmvr9.jpg,0,0.05254980294902748,0.9603028685258558
RipDetSeg-t4nh7dc98fub.jpg,RipDetSeg-20aee4p2iq8e.jpg,0,0.06967482990016327,0.9243708654158678
RipDetSeg-c79pjhm23lrv.jpg,RipDetSeg-9r1gvnfahddk.jpg,0,0.0893636090774755,0.9357955923995267
RipDetSeg-t538tqog3a9i.jpg,RipDetSeg-407kv9980pvt.jpg,0,0.057909805453483225,0.9235961852630079
RipDetSeg-o2fsrdmsm89n.jpg,RipDetSeg-0ims9uk0g3t2.jpg,0,0.07120259034588072,0.925233404319587
RipDetSeg-t86hdkuwmw14.jpg,RipDetSeg-l2xnh7zqfc4f.jpg,0,0.1173950088318406,0.9062648183692823
RipDetSeg-t80pbdk9qvvu.jpg,RipDetSeg-9itsqji8lrvg.jpg,0,0.06723611189630468,0.949560401367338
RipDetSeg-t7v0f4s79488.jpg,RipDetSeg-afvft5vhcdue.jpg,0,0.08780873498525468,0.9188005297848444
