image,miou,iou,dice,recall,precision,f2,biou,aacc,macc
RipVIS-001_00003.jpg,0.878377967390184,0.7852321704409817,0.8796975356398786,0.808243894265283,0.9650102714900338,0.8353856535606554,0.012830482112591274,0.9742089843739429,0.9021866288947109
RipVIS-001_00004.jpg,0.886153515067907,0.797669037613452,0.887448157501139,0.8307088175713905,0.9525065662946424,0.8525110670126699,0.010168165817331215,0.97694335937394,0.9128098035674606
RipVIS-001_00005.jpg,0.8962920370644738,0.8156392530256769,0.8984595939600365,0.8668638151187783,0.9324457270180753,0.8792316540711698,0.014811927496626012,0.9790787760406043,0.9296782495644058
RipVIS-001_00006.jpg,0.8988391806042917,0.8200042406289636,0.9011014615499835,0.8807295764059384,0.9224380935760177,0.8887667867260557,0.014332123062424588,0.9797352430544924,0.936029009604654
RipVIS-001_00007.jpg,0.890176543887607,0.8037551850589926,0.8912020785489305,0.8467744476920911,0.9405498121287654,0.8640031384385839,0.042776432598309835,0.978644748262827,0.9203046023284436
RipVIS-001_00008.jpg,0.875560343666623,0.776936439804037,0.8744673387301558,0.8110751965435501,0.9486088583786825,0.8352962114986575,0.03724053723295878,0.9763140190961629,0.9030498557932883
RipVIS-001_00009.jpg,0.8896893765735924,0.8022717495872107,0.8902894358422493,0.8465071542726138,0.9388476705188857,0.86349295240531,0.043134151158857506,0.9790527343739377,0.920176628079659
RipVIS-001_00010.jpg,0.8950995596638441,0.8114712798033731,0.8959250845991381,0.8517877802782019,0.9448865094673844,0.8689103551220345,0.04366197182220081,0.9805121527767139,0.9231803876199821
RipVIS-001_00011.jpg,0.898202823776735,0.8167296241669684,0.8991207203344486,0.8548309637261152,0.9482506566114742,0.8720127419884064,0.04403780413351341,0.9813639322906018,0.9249054555783922
RipVIS-001_00012.jpg,0.9019878786356358,0.8232163031108976,0.9030374527764687,0.864597832277643,0.9450541227996079,0.8795741756966303,0.028492283334291196,0.9823415798600452,0.9296572709556602
RipVIS-001_00013.jpg,0.8989615507374547,0.817495515513349,0.8995846300973661,0.8659136475863068,0.9359801426185523,0.8790749743206207,0.013840830447166315,0.9820052083322678,0.9299172646572509
RipVIS-001_00014.jpg,0.9067648847286962,0.8317235645985964,0.908132188364198,0.8991225995542154,0.9173241645443683,0.9027048974028996,0.025966747613307164,0.9833072916655997,0.9454676689475863
RipVIS-001_00015.jpg,0.9098891268132827,0.8373582344349373,0.91148064513664,0.902335731970009,0.9208128182484343,0.9059715882306958,0.030365899654778213,0.9838791232628213,0.9472375575585665
RipVIS-001_00016.jpg,0.9083618260659819,0.8343580068712202,0.9097002915961274,0.9016273519745089,0.9179191033621313,0.9048392726047346,0.027977176508747068,0.9838042534711547,0.9468033587999811
