image,miou,iou,dice,recall,precision,f2,biou,aacc,macc
RipVIS-001_00003.jpg,0.8839135436596968,0.7954108002067777,0.8860488085681227,0.830164989482802,0.949999467842889,0.851650710718695,0.01668584579656965,0.975087890623942,0.9121970218499863
RipVIS-001_00004.jpg,0.8965023147033735,0.8165351975698482,0.8990028915070898,0.8663480226799181,0.9342158728700977,0.8791211002749078,0.01142525174062253,0.9787000868044936,0.9294262470829859
RipVIS-001_00005.jpg,0.8983622063488645,0.8196761438446651,0.900903324602398,0.8847900978538786,0.9176143250011318,0.8911657232929713,0.020954598366132206,0.9792165798600486,0.9376470967350639
RipVIS-001_00006.jpg,0.8878070848126025,0.8004166386590723,0.8891460137307023,0.8630802037093384,0.9168352759960762,0.873320959619236,0.018795550437515237,0.9774414062489394,0.9269564432666331
RipVIS-001_00007.jpg,0.8628436207307111,0.7552494853371704,0.8605608395231548,0.8093347199814133,0.918709754341537,0.8290754833933092,0.020718232040110845,0.9729090711794999,0.9005428789535229
RipVIS-001_00008.jpg,0.8537530996412563,0.7380776881293045,0.8493034496331386,0.7797761918394324,0.9324429477002738,0.8061748246966519,0.020044097009411885,0.9718532986100565,0.8866894835950367
RipVIS-001_00009.jpg,0.8584307378185411,0.7461373390481695,0.8546147228658355,0.7890999870229857,0.9319931073976389,0.8140623850265233,0.02187623176549542,0.9730436197906108,0.8913367468290774
RipVIS-001_00010.jpg,0.8688761741200022,0.7643102925254484,0.8664125531245507,0.8052228527265141,0.9376668035190713,0.828631428078992,0.03062817010717359,0.9755479600683858,0.8996878967030952
RipVIS-001_00011.jpg,0.8747056958170383,0.774866924112568,0.8731549544200343,0.8291544277691999,0.9220871163548485,0.8462115392068135,0.0196006594578493,0.9765950520822737,0.9108076675876293
RipVIS-001_00012.jpg,0.8876199508320524,0.7975995810403498,0.8874051701533484,0.8514432401500122,0.9265388721857506,0.8654724849586914,0.023690542286934933,0.9794509548600483,0.9221740452797589
RipVIS-001_00013.jpg,0.8844936166382298,0.7919001446317898,0.8838663772690459,0.861565720137297,0.9073521648816295,0.8703495670154565,0.02201145310987626,0.9789246961794933,0.9262680888037044
RipVIS-001_00014.jpg,0.9004918473506227,0.8206785137229868,0.9015084294534071,0.9010500425586386,0.9019672829608442,0.9012333413758356,0.04108828427890278,0.9819335937489345,0.9455777791183326
RipVIS-001_00015.jpg,0.8924882523347821,0.8067938771146279,0.8930668709183839,0.9077739766319716,0.8788287156428722,0.9018333872427,0.03806110257073543,0.9800043402767143,0.9475475884372844
RipVIS-001_00016.jpg,0.897177374630414,0.8147499785117412,0.8979198106175592,0.9097701080395054,0.8863742580632055,0.904992651549855,0.030704815067916117,0.981283637151713,0.9490840225390977
RipVIS-001_00017.jpg,0.899586399643874,0.8190556147457236,0.9005283929817782,0.9125643085743275,0.8888058306754719,0.9077115401131777,0.03402679830147623,0.9817588975683792,0.9506034067605872
RipVIS-001_00018.jpg,0.9114046201696928,0.8397687061067417,0.9129068271672396,0.9332812286658321,0.8934030045615653,0.9250233011093542,0.03335136109007547,0.9844249131933762,0.9613040657522565
RipVIS-001_00019.jpg,0.9076039358245827,0.8328198348495601,0.9087852706678273,0.9221903804766064,0.8957642947412694,0.9167811589662886,0.02633414718759432,0.9838085937489325,0.955952460155538
RipVIS-001_00020.jpg,0.9162159718042922,0.8481050296099346,0.917810423132648,0.9477679655328924,0.8896886809322814,0.9355532960087601,0.025251601093275095,0.9855881076378195,0.9684325288669586
RipVIS-001_00021.jpg,0.9031594269019532,0.8244997726145464,0.903809126194651,0.9425181295851309,0.8681542310488987,0.9266433439554739,0.022245037641641846,0.9832497829850442,0.9647392353707034
RipVIS-001_00022.jpg,0.8412106675471501,0.7154122953655121,0.83409953082221,0.9377773643945447,0.7510641467591298,0.8933598298820313,0.015352630734790878,0.9695355902767258,0.9550685535955953
RipVIS-001_00023.jpg,0.8856689514556448,0.7927057001572192,0.8843679139166002,0.9486672844087449,0.8282315150695589,0.9218572476568563,0.01848917062537609,0.9802463107628252,0.9658228383519439
RipVIS-001_00024.jpg,0.8713392619092297,0.7671278769722367,0.8682199935486491,0.943547057841004,0.8040310404063342,0.9119003432867918,0.015864892525440995,0.9773730468739394,0.9619107350330542
RipVIS-001_00025.jpg,0.8338119785094362,0.7017205668160109,0.8247189115530982,0.9523517951439974,0.7272534058709991,0.8968344245194501,0.017862788489114323,0.9684353298600603,0.9610736309957696
RipVIS-001_00026.jpg,0.8017197922885871,0.6459516042587667,0.7848974448427513,0.943613086757559,0.6718862363323386,0.873000623797479,0.019279796045366508,0.9605479600684022,0.9527797608103771
RipVIS-001_00027.jpg,0.8769664495021553,0.7760422213452609,0.8739006449491371,0.9578343167471253,0.803491791217796,0.9223976910872819,0.024626048882775253,0.9794639756933816,0.9695170889816156
RipVIS-001_00028.jpg,0.8989190997874051,0.8151006165712184,0.8981327085998888,0.9744475344491128,0.832903077384305,0.9424164777196798,0.046058790480048906,0.9839583333322657,0.979575045657335
RipVIS-001_00029.jpg,0.9542209096528875,0.9150357137372153,0.9556330539147095,0.980221366683025,0.9322481234983182,0.9702357513940579,0.07973578672334612,0.9938433159711438,0.9875264829824857
RipVIS-001_00030.jpg,0.9209694722287838,0.8537949781693427,0.9211320434285363,0.9932921652991346,0.8587463305005074,0.9631126375045189,0.06269149185418536,0.9889116753461492,0.9909491814707285
RipVIS-001_00031.jpg,0.8997539622022475,0.814528107849427,0.8977850542252588,0.9856039264990477,0.8243354581208631,0.9484923578425666,0.044232051557183356,0.9859092881933746,0.9857668356580314
RipVIS-001_00032.jpg,0.8828617292780252,0.7826164237352973,0.8780536444238538,0.9923371647323203,0.7873748211613709,0.9432305055698372,0.044688973715542556,0.9840755208322656,0.9879530578572124
RipVIS-001_00033.jpg,0.8801928614197494,0.7770685978063263,0.8745510429541844,0.9594778918470905,0.8034360227037115,0.9236018411128375,0.05034095466298817,0.9842339409711542,0.9726079604646405
RipVIS-001_00034.jpg,0.9138284676281786,0.8387516471645385,0.9123055290886534,0.9688818666839654,0.8619720241212635,0.9454296587097454,0.07626514609734732,0.9895106336794819,0.9798117561874257
RipVIS-001_00035.jpg,0.9016142960880215,0.816438924704418,0.8989445376890653,0.9879846233896501,0.824626745335129,0.9503326024750084,0.03265306121708547,0.9875227864572618,0.9877399621053133
